Sr No;Date dd/mm/yyyy;Startup Name;Industry Vertical;SubVertical;City  Location;Investors Name;InvestmentnType;Amount in USD;Remarks
1469;2016/08/24;ShaadiSaga;Consumer Internet;Wedding Website Creator;New Delhi;ah! Ventures, Anupam Mittal, Kunal Shah, Sandeep Tandon, Dheeraj Jain, Rohit Chokhani;Seed Funding;N/A;nan
1470;2016/08/24;UnaAcademy;Consumer Internet;Free Interactive education platform;Bangalore;Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,\\xc2\\xa0 Kunal Shah, Sandeep Tandon, Ashish Tulsian;Private Equity;10,00,000;nan
1471;2016/08/24;Advenio;Technology;Clinical Imaging Solution Provider;Chandigarh;Kalaari Capital;Seed Funding;1,00,000;nan
1472;2016/08/24;Guarented;eCommerce;Home Furnishing rental marketplace;Bangalore;Kalaari Capital;Seed Funding;5,00,000;nan
1473;2016/08/24;Beyond Evolution;Technology;Mobile Apps & Tech Services provider;Gurgaon;Vineet Taneja, Kamal Puri;Seed Funding;N/A;nan
1474;2016/08/24;Uber Dreams;eCommerce;Dreams fulfilling marketplace;Mumbai;Mohit Lalvani;Seed Funding;5,00,000;nan
1475;2016/08/24;Convegenius;Education;Edutainment platform;Noida;Michael and Susan Dell Foundation;Private Equity;9,00,000;nan
1476;2016/08/24;UrbanLadder;eCommerce;Online Furniture Store;Mumbai;Trifecta Capital;Private Equity;30,00,000;nan
1477;2016/08/24;enCashea;Consumer Internet;Scrap Collection and Recycling platform;Bangalore;Kunal Shah, Sandeep Tandon, Tracxn Labs;Seed Funding;N/A;nan
1478;2016/08/25;EngineerBabu;Technology;Mobile App & Web Development company;Indore;Scale Ventures;Seed Funding;N/A;nan
1479;2016/08/25;Cult;Healthcare;Health and Fitness Centres;Bangalore;CureFit;Private Equity;30,00,000;nan
1480;2016/08/25;WitWorks;Technology;Consumer IoT Startup;Bangalore;Fireside Ventures, Investopad, P39 Capital, Anupam Mittal, Pranay Jivrajka, Maninder Gulati, Abhinav Sinha;Seed Funding;N/A;nan
1481;2016/08/25;NearFox;Consumer Internet;Local Lifestyle Content and Discovery Platform;Mumbai;Globevestor Angel Fund, Devendra Rane, Ravi Jain,\\xc2\\xa0 Arpan Nagdeve;Seed Funding;N/A;nan
1482;2016/08/25;ZoomCar;Consumer Internet;Self-driven car booking platform;Bangalore;Ford Smart Mobility Llc;Private Equity;2,40,00,000;nan
1483;2016/08/26;Plix;Consumer Internet;Photo and Video Sharing App;Gurgaon;Instalabs;Seed Funding;5,00,000;nan
1484;2016/08/26;Mobikwik;Consumer Internet;Digital Wallet platform;Gurgaon;Net1 UEPS Technologies Inc;Private Equity;4,00,00,000;nan
1485;2016/08/26;MyDidi;Consumer Internet;on-demand, hyper-local Cleaning services provider;Mumbai;Undisclosed Ex Mckinsey Directors and Partners;Seed Funding;5,50,000;nan
1486;2016/08/26;CrownIt;Consumer Internet;Cashback Mobile app;Gurgaon;Kunal Shah & Sandeep Tandon, Girish Mathrubootham, Anand Chandrasekaran;Seed Funding;N/A;nan
1487;2016/08/29;LoanTap;Consumer Internet;Lending platform for Salaried professionals;Mumbai;Dr. Abhishek Pandey, Jaysukh Sapra;Private Equity;30,00,000;nan
1488;2016/08/29;Runnr;Consumer Internet;hyperlocal Logistics services provider;Bangalore;Nexus Venture Partners, Blume Ventures;Private Equity;70,00,000;nan
1489;2016/08/29;Zolo;Consumer Internet;on-demand online talent marketplace;Noida;Hitouch AG;Private Equity;N/A;nan
1490;2016/08/29;Notion Press;Consumer Internet;Self-Publishing books platform;Chennai;Undisclosed HNI investors;Private Equity;10,00,000;nan
1491;2016/08/29;LivSpace;Consumer Internet;Online portal for Home Design;Bangalore;Bessemer Venture Partners, Jungle Ventures, Helion Ventures;Private Equity;1,50,00,000;nan
1492;2016/08/30;iAugmentor Labs;Technology;Assessment & Learning Platform;Gurgaon;Rajasthan Angel Investor Network & Others;Seed Funding;1,49,000;nan
1493;2016/08/30;DayBox;Consumer Internet;Fruit & Vegetable Delivery platform;New Delhi;Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others;Seed Funding;1,04,000;nan
1494;2016/08/30;Paytm;eCommerce;Mobile Wallet & ECommerce platform;Bangalore;MediaTek Inc.;Private Equity;6,00,00,000;nan
1495;2016/08/30;CropIn;Technology;Agriculture Technology Solutions;Bangalore;Sophia Investment ApS;Private Equity;20,00,000;nan
1496;2016/08/30;Canvera;Consumer Internet;Photographer Discovery & Information platform;Bangalore;Info Edge (India) Ltd;Private Equity;30,00,000;nan
1497;2016/08/30;Prime Focus Technologies;Technology;Hybrid Cloud technology enabled Media ERP platform;Mumbai;Ambit Pragma;Private Equity;N/A;nan
1498;2016/08/31;Flyrobe;eCommerce;Online fashion rental platform;Mumbai;IDG Ventures, Sequoia Capital, GREE Ventures;Private Equity;53,00,000;nan
1499;2016/08/31;inclov;Consumer Internet;Matchmaking App for Disabled;Mumbai;Sarbvir Singh, Raghav Bahl;Seed Funding;N/A;nan
1500;2016/07/01;RazorPay;Consumer Internet;Online Payment Gateway;Bangalore;MasterCard;Private Equity;N/A;nan
1501;2016/07/01;DarwinBox;Technology;HR Software Services Startup;Hyderabad;3one4 Capital, Tracxn Labs, Aaruha Technology Fund, Endiya Partners;Seed Funding;N/A;nan
1502;2016/07/01;Venture Catalysts;Consumer Internet;Seed Investment & Innovation Platform;Mumbai;Zaffiro Ventures;Seed Funding;5,00,000;nan
1503;2016/07/01;PressPlay TV;Consumer Internet;Video Content Discovery Platform;New Delhi;Sequoia Capital, SD Ventures, Vistaar Investment Advisors Pvt. Ltd.;Private Equity;N/A;nan
1504;2016/07/02;Playment;Consumer Internet;Mobile Marketplace for Crowdsourced Work;Bangalore;SAIF Partners;Private Equity;7,00,000;nan
1505;2016/07/04;WealthTrust;Consumer Internet;Wealth Management App;Mumbai;India Quotient;Seed Funding;N/A;nan
1506;2016/07/04;Curefit;Consumer Internet;Online Preventive Healthcare Platform;Bangalore;Accel Partners, IDG Ventures, Kalaari Capital;Private Equity;1,50,00,000;nan
1507;2016/07/04;StitchWood;eCommerce;Custom Furniture Online;Mumbai;Deepak Gupta;Seed Funding;2,00,000;nan
1508;2016/07/04;Grab.in;Logistics;hyperlocal logistics service;Mumbai;Aramex Ventures Llc;Private Equity;20,00,000;nan
1509;2016/07/04;Fulfil.IO;Consumer Internet;Cloud Based ERP Software;US;Rajan Anandan;Seed Funding;N/A;nan
1510;2016/07/04;NeoGrowth;Finance;SME Lending platform;Mumbai;IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada;Private Equity;1,60,00,000;nan
1511;2016/07/05;SeeDoc;Consumer Internet;Video Based Doctor Consulting platform App;Gurgaon;YourNest Angel Fund\\xc2\\xa0 & Others;Private Equity;10,00,000;nan
1512;2016/07/05;BookMyShow;Consumer Internet;Event & Movie Ticketing platform;Mumbai;Stripes Group, Network 18, Accel Partners, SAIF Partners;Private Equity;8,20,00,000;nan
1513;2016/07/05;Flyrobe;eCommerce;Online fashion rental platform;Mumbai;Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath,\\xc2\\xa0 Abhishek Jain;Seed Funding;17,00,000;nan
1514;2016/07/06;HappilyUnmarried;eCommerce;Online Merchandize etailer;New Delhi;Info Edge (India) Ltd;Private Equity;7,40,000;nan
1515;2016/07/06;Don\\xe2\\x80\\x99t Scratch Your Head;Technology;Full Stack Offline & Online ERP Solution;Ahmedabad;Gaurav Singhvi, Zaffiro Ventures;Seed Funding;2,50,000;nan
1516;2016/07/06;Wedding Wishlist;Consumer Internet;Wedding Wishlist, Gifts & Registry Creation platform;Chennai;Kirthiga Reddy, Renuka Ramanath,Cherry Tin;Seed Funding;2,97,000;nan
1517;2016/07/07;AppDaily;Technology;Mobile Security App development & Distribution;Mumbai;Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,;Private Equity;20,00,000;nan
1518;2016/07/07;Adytude;Consumer Internet;Gamified Consumer Insights Portal;New Delhi;Indian Angel Network;Private Equity;10,00,000;nan
1519;2016/07/07;Quickli;Logistics;On-Demand Delivery Startup;Gurgaon;AVG Group, 500 Startups;Private Equity;N/A;nan
1520;2016/07/07;SpectraVR;Technology;Virtual Reality Content Studio;Mumbai;Rothenberg Ventures;Seed Funding;N/A;nan
1521;2016/07/08;Pitstop;Consumer Internet;Online Car Repair and Servicing Booking platform;Bangalore;Alex Chua, Rahul Garg;Seed Funding;N/A;nan
1522;2016/07/08;HolaChef;Consumer Internet;Online Food Ordering & Delivery Platform;Mumbai;Kalaari Capital, India Quotient;Private Equity;19,50,000;nan
1523;2016/07/11;Purplle;eCommerce;Beauty Products Marketplace;Mumbai;JSW Ventures, Blume Ventures & IvyCap Ventures;Private Equity;60,00,000;nan
1524;2016/07/11;Trak N Tell;Technology;Car Tracking & Safety System;Gurgaon;Brian Acton;Private Equity;35,00,000;nan
1525;2016/07/11;Overcart.com;eCommerce;Unboxed & refurbished electronic products marketplace;Gurgaon;JSW Ventures, Omidyar Network, Sattva Capital, Venture Works;Private Equity;30,00,000;nan
1526;2016/07/12;SirionLabs;Technology;SAAS based Service Agreement Management;Gurgaon;Sequoia Capital;Private Equity;1,22,50,000;nan
1527;2016/07/12;GyanDhan;Consumer Internet;Education Focused Financing Platform;New Delhi;Stanford Angels & Entrepreneurs, Harvard Angels;Seed Funding;N/A;nan
1528;2016/07/12;MintM;Consumer Internet;Digital Marketing & AdTech Platform;Bangalore;Mumbai Angels,\\xc2\\xa0 Times Internet;Private Equity;N/A;nan
1529;2016/07/12;HitGrit;Consumer Internet;Online Legal Consultation platform;Chandigarh;Ashish Mahajan, Sarvesh Sharma;Seed Funding;N/A;nan
1530;2016/07/12;Find My Stay;Consumer Internet;Online Budget Hotel Aggregator & Booking Platform;New Delhi;Rishi Parti, Yogesh Bansal;Seed Funding;N/A;nan
1531;2016/07/13;YAAP;Consumer Internet;Online Content Discovery, Creation & Distribution Platform;New Delhi;Rainmaker Ventures;Private Equity;50,00,000;nan
